Gm#,Date,Tm,Home/Road,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Season,Time_minutes
49,"Wednesday, Sep 16",HOU,vs,TEX,L,0,1,9.0,24-25,2,6.5,Gibson,Pressly,,2:36,N,,1.18,-,2020,156
50,"Thursday, Sep 17",HOU,vs,TEX,W,2,1,9.0,25-25,2,6.0,Valdez,Lyles,Raley,2:33,N,,1.33,+,2020,153
51,"Friday, Sep 18",HOU,vs,ARI,L,3,6,9.0,25-26,2,7.0,Gallen,Garcia,Crichton,3:08,N,,.86,-,2020,188
52,"Saturday, Sep 19",HOU,vs,ARI,W,3,2,9.0,26-26,2,7.0,Paredes,Weaver,Pressly,2:37,N,,1.00,+,2020,157
53,"Sunday, Sep 20",HOU,vs,ARI,W,3,2,9.0,27-26,2,6.0,Taylor,Guerra,Pressly,3:04,D,,.96,++,2020,184
54,"Monday, Sep 21",HOU,@,SEA,L,1,6,9.0,27-27,2,6.5,Gonzales,McCullers,,2:34,N,,.74,-,2020,154
55,"Tuesday, Sep 22",HOU,@,SEA,W,6,1,9.0,28-27,2,5.5,Valdez,Sadler,,3:06,N,,1.32,+,2020,186
56,"Wednesday, Sep 23",HOU,@,SEA,L,2,3,9.0,28-28,2,6.5,Margevicius,Greinke,Hirano,3:09,D,,.33,-,2020,189
57,"Thursday, Sep 24",HOU,@,TEX,W,12,4,9.0,29-28,2,5.5,Javier,Lynn,,3:11,N,,.75,+,2020,191
58,"Friday, Sep 25",HOU,@,TEX,L*,4,5,10.0,29-29,2,6.5,Martin,Paredes,,3:15,N,,.26,-,2020,195
59,"Saturday, Sep 26",HOU,@,TEX,L,1,6,9.0,29-30,2,6.0,Herget,Bielak,,2:44,N,,.06,--,2020,164
60,"Sunday, Sep 27",HOU,@,TEX,L,4,8,9.0,29-31,2,7.0,Benjamin,De Jong,,3:28,D,,.07,---,2020,208
1,"Thursday, Mar 28",HOU,@,TBR,W,5,1,9.0,1-0,2,1.0,Verlander,Snell,,2:38,D,25025,.96,+,2019,158
2,"Friday, Mar 29",HOU,@,TBR,L,2,4,9.0,1-1,2,1.0,Morton,Cole,Alvarado,2:38,N,13059,.99,-,2019,158
3,"Saturday, Mar 30",HOU,@,TBR,L,1,3,9.0,1-2,3,2.0,Glasnow,McHugh,Alvarado,2:40,N,16010,.96,--,2019,160
4,"Sunday, Mar 31",HOU,@,TBR,L,1,3,9.0,1-3,4,3.0,Chirinos,Miley,Castillo,2:12,D,18473,.91,---,2019,132
5,"Monday, Apr 1",HOU,@,TEX,W,2,1,9.0,2-3,4,3.0,Peacock,Sampson,Osuna,2:39,N,18056,.98,+,2019,159
6,"Tuesday, Apr 2",HOU,@,TEX,L,4,6,9.0,2-4,4,4.0,Kelley,Valdez,Leclerc,3:23,N,17907,1.03,-,2019,203
7,"Wednesday, Apr 3",HOU,@,TEX,L,0,4,9.0,2-5,4,4.5,Minor,Cole,,2:39,N,22265,.97,--,2019,159
8,"Friday, Apr 5",HOU,vs,OAK,W,3,2,9.0,3-5,4,3.5,McHugh,Montas,Osuna,3:03,N,43165,.90,+,2019,183
9,"Saturday, Apr 6",HOU,vs,OAK,W,6,0,9.0,4-5,4,3.5,Miley,Brooks,,2:47,N,34487,.97,++,2019,167
10,"Sunday, Apr 7",HOU,vs,OAK,W*,9,8,9.0,5-5,2,3.5,Osuna,Treinen,,3:39,D,34902,1.01,+++,2019,219
11,"Monday, Apr 8",HOU,vs,NYY,W,4,3,9.0,6-5,2,3.5,Pressly,Ottavino,Osuna,2:59,N,27631,.97,++++,2019,179
12,"Tuesday, Apr 9",HOU,vs,NYY,W,6,3,9.0,7-5,2,3.5,Rondón,Green,Osuna,3:15,N,31009,.97,+++++,2019,195
13,"Wednesday, Apr 10",HOU,vs,NYY,W,8,6,9.0,8-5,2,3.5,McHugh,Paxton,Pressly,3:30,N,27685,1.01,++++++,2019,210
14,"Friday, Apr 12",HOU,@,SEA,W,10,6,9.0,9-5,2,3.0,Peacock,Armstrong,Osuna,3:22,N,30972,1.22,+++++++,2019,202
15,"Saturday, Apr 13",HOU,@,SEA,W,3,1,9.0,10-5,2,2.0,Verlander,Hernández,Osuna,2:46,N,30538,1.27,++++++++,2019,166
16,"Sunday, Apr 14",HOU,@,SEA,W,3,2,9.0,11-5,2,1.0,Cole,Brennan,Osuna,2:40,D,29242,1.35,+++++++++,2019,160
17,"Tuesday, Apr 16",HOU,@,OAK,W,9,1,9.0,12-5,1,+ 0.5,McHugh,Estrada,,3:03,N,12270,1.27,++++++++++,2019,183
18,"Wednesday, Apr 17",HOU,@,OAK,L,1,2,9.0,12-6,1,+ 0.5,Montas,Miley,Treinen,2:29,N,11323,1.32,-,2019,149
19,"Friday, Apr 19",HOU,@,TEX,W,7,2,9.0,13-6,1,Tied,Verlander,Smyly,,3:16,N,35649,1.36,+,2019,196
20,"Saturday, Apr 20",HOU,@,TEX,L,4,9,9.0,13-7,2,1.0,Kelley,Cole,,2:51,N,39636,1.39,-,2019,171
21,"Sunday, Apr 21",HOU,@,TEX,L,10,11,9.0,13-8,2,1.0,Miller,McHugh,Kelley,3:16,D,26225,1.34,--,2019,196
22,"Monday, Apr 22",HOU,vs,MIN,L,5,9,9.0,13-9,2,1.5,Odorizzi,Peacock,,3:25,N,34518,1.17,---,2019,205
23,"Tuesday, Apr 23",HOU,vs,MIN,W,10,4,9.0,14-9,2,0.5,Rondón,Hildenberger,,3:04,N,29409,1.17,+,2019,184
24,"Wednesday, Apr 24",HOU,vs,MIN,W,7,1,9.0,15-9,1,+ 0.5,Verlander,Stewart,,2:28,N,26582,1.20,++,2019,148
25,"Thursday, Apr 25",HOU,vs,CLE,L,1,2,9.0,15-10,2,0.5,Bauer,Cole,Hand,2:40,N,24948,1.24,-,2019,160
26,"Friday, Apr 26",HOU,vs,CLE,L,3,6,9.0,15-11,2,1.5,Cimber,Rondón,Hand,3:19,N,38084,1.23,--,2019,199
27,"Saturday, Apr 27",HOU,vs,CLE,W*,4,3,10.0,16-11,2,0.5,Osuna,Cimber,,3:12,D,38667,1.17,+,2019,192
28,"Sunday, Apr 28",HOU,vs,CLE,W,4,1,9.0,17-11,1,+ 0.5,Valdez,Carrasco,Pressly,2:48,N,31025,1.25,++,2019,168
29,"Monday, Apr 29",HOU,@,MIN,L,0,1,9.0,17-12,1,Tied,Odorizzi,Verlander,Parker,2:31,N,12615,1.26,-,2019,151
30,"Tuesday, Apr 30",HOU,@,MIN,W,11,0,9.0,18-12,1,+ 1.0,Cole,Pineda,,3:18,N,12181,1.22,+,2019,198
31,"Wednesday, May 1",HOU,@,MIN,L,2,6,9.0,18-13,1,+ 1.0,Pérez,McHugh,,2:28,N,14115,1.28,-,2019,148
32,"Thursday, May 2",HOU,@,MIN,L,2,8,9.0,18-14,1,+ 0.5,Berríos,Peacock,,2:32,D,17271,1.27,--,2019,152
33,"Saturday, May 4",HOU,@,LAA,W,14,2,9.0,19-14,1,+ 2.0,Miley,Cahill,,3:15,N,18177,1.41,+,2019,195
34,"Sunday, May 5",HOU,@,LAA,W,10,4,9.0,20-14,1,+ 2.0,Verlander,Harvey,,3:04,D,17614,1.42,++,2019,184
35,"Monday, May 6",HOU,vs,KCR,W,6,4,9.0,21-14,1,+ 3.0,Cole,Junis,Osuna,2:57,N,27079,1.25,+++,2019,177
36,"Tuesday, May 7",HOU,vs,KCR,L,2,12,9.0,21-15,1,+ 3.0,Duffy,McHugh,,2:45,N,30377,1.31,-,2019,165
37,"Wednesday, May 8",HOU,vs,KCR,W,9,0,9.0,22-15,1,+ 3.0,Peacock,López,,2:45,N,22698,1.28,+,2019,165
38,"Thursday, May 9",HOU,vs,TEX,W,4,2,9.0,23-15,1,+ 4.0,Miley,Minor,Osuna,2:58,N,26657,1.50,++,2019,178
39,"Friday, May 10",HOU,vs,TEX,W,3,0,9.0,24-15,1,+ 5.0,Verlander,Lynn,Osuna,2:29,N,33023,1.52,+++,2019,149
40,"Saturday, May 11",HOU,vs,TEX,W,11,4,9.0,25-15,1,+ 5.5,Cole,Smyly,,3:15,N,35849,1.52,++++,2019,195
41,"Sunday, May 12",HOU,vs,TEX,W,15,5,9.0,26-15,1,+ 6.5,Martin,Sampson,,3:08,D,41027,1.47,+++++,2019,188
42,"Monday, May 13",HOU,@,DET,W,8,1,9.0,27-15,1,+ 6.5,Peacock,Boyd,,3:03,N,15086,1.27,++++++,2019,183
43,"Tuesday, May 14",HOU,@,DET,W,11,4,9.0,28-15,1,+ 7.0,Miley,Carpenter,,2:49,N,14261,1.25,+++++++,2019,169
44,"Wednesday, May 15",HOU,@,DET,W,5,1,9.0,29-15,1,+ 7.5,Verlander,Soto,,2:36,N,15940,1.21,++++++++,2019,156
45,"Friday, May 17",HOU,@,BOS,W,3,1,9.0,30-15,1,+ 8.5,Harris,Porcello,Osuna,3:00,N,35558,1.17,+++++++++,2019,180
46,"Saturday, May 18",HOU,@,BOS,W,7,3,9.0,31-15,1,+ 8.5,James,Velázquez,,3:31,N,36887,1.13,++++++++++,2019,211
47,"Sunday, May 19",HOU,@,BOS,L,3,4,9.0,31-16,1,+ 8.5,Walden,Valdez,Workman,3:02,D,35796,1.11,-,2019,182
48,"Monday, May 20",HOU,vs,CHW,W,3,0,9.0,32-16,1,+ 8.5,Peacock,Burr,Osuna,2:40,N,24364,1.14,+,2019,160
49,"Tuesday, May 21",HOU,vs,CHW,W,5,1,9.0,33-16,1,+ 8.5,Verlander,Covey,,2:53,N,31392,1.10,++,2019,173
50,"Wednesday, May 22",HOU,vs,CHW,L,4,9,9.0,33-17,1,+ 7.5,Nova,Cole,,3:16,N,30237,1.05,-,2019,196
51,"Thursday, May 23",HOU,vs,CHW,L,0,4,9.0,33-18,1,+ 7.0,Giolito,Martin,,2:40,N,26073,1.14,--,2019,160
52,"Friday, May 24",HOU,vs,BOS,W,4,3,9.0,34-18,1,+ 7.0,Miley,Sale,Osuna,2:48,N,35606,1.22,+,2019,168
53,"Saturday, May 25",HOU,vs,BOS,W*,4,3,9.0,35-18,1,+ 7.0,Osuna,Barnes,,3:28,N,40722,1.17,++,2019,208
54,"Sunday, May 26",HOU,vs,BOS,L,1,4,9.0,35-19,1,+ 6.0,Rodriguez,Verlander,Walden,3:06,D,41502,1.11,-,2019,186
55,"Monday, May 27",HOU,vs,CHC,W,6,5,9.0,36-19,1,+ 6.0,Cole,Hamels,Osuna,3:12,D,42135,1.13,+,2019,192
56,"Tuesday, May 28",HOU,vs,CHC,W,9,6,9.0,37-19,1,+ 7.0,James,Lester,Osuna,3:08,N,31030,1.05,++,2019,188
57,"Wednesday, May 29",HOU,vs,CHC,L,1,2,9.0,37-20,1,+ 7.0,Hendricks,Miley,Cishek,2:37,N,33243,1.03,-,2019,157
58,"Friday, May 31",HOU,@,OAK,W,3,2,9.0,38-20,1,+ 8.0,Rondón,Trivino,Osuna,2:52,N,14519,1.40,+,2019,172
59,"Saturday, Jun 1",HOU,@,OAK,W,5,1,9.0,39-20,1,+ 8.5,Verlander,Anderson,,2:37,N,20425,1.25,++,2019,157
60,"Sunday, Jun 2",HOU,@,OAK,W,6,4,12.0,40-20,1,+ 8.5,James,Trivino,,4:24,D,23144,1.18,+++,2019,264
61,"Monday, Jun 3",HOU,@,SEA,W,4,2,9.0,41-20,1,+ 9.0,Valdez,Gearrin,Pressly,2:49,N,11826,.91,++++,2019,169
62,"Tuesday, Jun 4",HOU,@,SEA,W,11,5,9.0,42-20,1,+10.0,Guduan,Brennan,,3:21,N,12208,.83,+++++,2019,201
63,"Wednesday, Jun 5",HOU,@,SEA,L,1,14,9.0,42-21,1,+ 9.0,Leake,Peacock,,2:49,N,13653,.75,-,2019,169
64,"Thursday, Jun 6",HOU,@,SEA,W,8,7,14.0,43-21,1,+ 9.0,Devenski,Festa,,5:06,D,20267,.81,+,2019,306
65,"Friday, Jun 7",HOU,vs,BAL,W*,4,3,11.0,44-21,1,+10.0,Pérez,Kline,,3:13,N,35414,.77,++,2019,193
66,"Saturday, Jun 8",HOU,vs,BAL,L,1,4,9.0,44-22,1,+ 8.5,Fry,Harris,Castro,2:27,D,38425,.70,-,2019,147
67,"Sunday, Jun 9",HOU,vs,BAL,W,4,0,9.0,45-22,1,+ 9.5,Miley,Bundy,Osuna,2:46,D,35621,.79,+,2019,166
68,"Tuesday, Jun 11",HOU,vs,MIL,W,10,8,9.0,46-22,1,+ 9.0,Peacock,Peralta,,2:58,N,35928,.72,++,2019,178
69,"Wednesday, Jun 12",HOU,vs,MIL,L,3,6,14.0,46-23,1,+ 9.0,Houser,Pérez,,4:16,N,40032,.70,-,2019,256
70,"Friday, Jun 14",HOU,vs,TOR,W,15,2,9.0,47-23,1,+ 9.5,Cole,Sanchez,Armenteros,2:53,N,34719,.75,+,2019,173
71,"Saturday, Jun 15",HOU,vs,TOR,W,7,2,9.0,48-23,1,+ 9.5,Valdez,Richard,,2:26,D,38012,.68,++,2019,146
72,"Sunday, Jun 16",HOU,vs,TOR,L,0,12,9.0,48-24,1,+ 9.5,Thornton,Peacock,,3:02,D,42174,.66,-,2019,182
73,"Monday, Jun 17",HOU,@,CIN,L,2,3,9.0,48-25,1,+ 8.5,Castillo,Miley,Lorenzen,2:55,N,22745,.72,--,2019,175
74,"Tuesday, Jun 18",HOU,@,CIN,L,3,4,9.0,48-26,1,+ 8.5,DeSclafani,Verlander,Lorenzen,2:55,N,25347,.80,---,2019,175
75,"Wednesday, Jun 19",HOU,@,CIN,L*,2,3,9.0,48-27,1,+ 8.5,Bowman,Osuna,,2:38,D,24777,.90,----,2019,158
76,"Thursday, Jun 20",HOU,@,NYY,L,6,10,9.0,48-28,1,+ 7.5,Cortes,Valdez,Chapman,3:31,N,41030,.97,-----,2019,211
77,"Friday, Jun 21",HOU,@,NYY,L,1,4,9.0,48-29,1,+ 7.5,Paxton,Peacock,Chapman,3:06,N,41166,1.05,------,2019,186
78,"Saturday, Jun 22",HOU,@,NYY,L,5,7,9.0,48-30,1,+ 6.5,Holder,Pressly,Britton,3:08,N,46034,1.11,-------,2019,188
79,"Sunday, Jun 23",HOU,@,NYY,W,9,4,9.0,49-30,1,+ 6.5,Verlander,Happ,,2:48,D,46769,1.19,+,2019,168
80,"Tuesday, Jun 25",HOU,vs,PIT,W,5,1,9.0,50-30,1,+ 6.5,Cole,Williams,,2:57,N,37193,1.09,++,2019,177
81,"Wednesday, Jun 26",HOU,vs,PIT,L,2,14,9.0,50-31,1,+ 5.5,Agrazal,Valdez,,3:17,N,39312,1.05,-,2019,197
82,"Thursday, Jun 27",HOU,vs,PIT,L,0,10,9.0,50-32,1,+ 4.5,Musgrove,Peacock,,2:51,D,38943,1.19,--,2019,171
83,"Friday, Jun 28",HOU,vs,SEA,W*,2,1,10.0,51-32,1,+ 4.5,Harris,Festa,,3:27,N,32828,1.27,+,2019,207
84,"Saturday, Jun 29",HOU,vs,SEA,W*,6,5,10.0,52-32,1,+ 5.5,Devenski,Elías,,3:38,N,35082,1.31,++,2019,218
85,"Sunday, Jun 30",HOU,vs,SEA,W,6,1,9.0,53-32,1,+ 6.5,Cole,Gonzales,,2:52,D,32485,1.16,+++,2019,172
86,"Tuesday, Jul 2",HOU,@,COL,W,9,8,9.0,54-32,1,+ 6.5,Harris,McGee,Osuna,3:27,N,47864,1.08,++++,2019,207
87,"Wednesday, Jul 3",HOU,@,COL,W,4,2,9.0,55-32,1,+ 7.5,Miley,Lambert,Osuna,2:41,N,48308,1.04,+++++,2019,161
88,"Friday, Jul 5",HOU,vs,LAA,L,4,5,9.0,55-33,1,+ 6.0,Peña,Verlander,Robles,2:54,N,41219,1.05,-,2019,174
89,"Saturday, Jul 6",HOU,vs,LAA,W,4,0,9.0,56-33,1,+ 7.0,Cole,Heaney,,2:44,N,39470,1.14,+,2019,164
90,"Sunday, Jul 7",HOU,vs,LAA,W*,11,10,10.0,57-33,1,+ 7.0,Pressly,Cole,,4:49,D,37264,1.06,++,2019,289
91,"Thursday, Jul 11",HOU,@,TEX,L,0,5,9.0,57-34,1,+ 6.5,Lynn,Valdez,,3:02,N,37964,1.11,-,2019,182
92,"Friday, Jul 12",HOU,@,TEX,L*,8,9,9.0,57-35,1,+ 5.5,Kelley,Osuna,,3:07,N,32322,1.34,--,2019,187
93,"Saturday, Jul 13",HOU,@,TEX,W,7,6,11.0,58-35,1,+ 5.5,James,Martin,Osuna,4:09,N,42452,1.46,+,2019,249
94,"Sunday, Jul 14",HOU,@,TEX,W,12,4,9.0,59-35,1,+ 5.5,Verlander,Jurado,,3:40,D,27916,1.26,++,2019,220
95,"Monday, Jul 15",HOU,@,LAA,L,6,9,9.0,59-36,1,+ 5.0,Anderson,Valdez,Robles,3:25,N,35431,1.11,-,2019,205
96,"Tuesday, Jul 16",HOU,@,LAA,L,2,7,9.0,59-37,1,+ 4.0,Ramirez,Rondón,,3:33,N,42678,1.22,--,2019,213
97,"Wednesday, Jul 17",HOU,@,LAA,W,11,2,9.0,60-37,1,+ 4.0,Cole,Peña,,2:57,N,35738,1.36,+,2019,177
98,"Thursday, Jul 18",HOU,@,LAA,W,6,2,9.0,61-37,1,+ 5.0,Miley,Harvey,,2:35,N,35928,1.23,++,2019,155
99,"Friday, Jul 19",HOU,vs,TEX,W,4,3,9.0,62-37,1,+ 5.0,Verlander,Minor,Osuna,2:59,N,42287,1.10,+++,2019,179
100,"Saturday, Jul 20",HOU,vs,TEX,W,6,1,9.0,63-37,1,+ 5.0,Urquidy,Jurado,,2:25,N,41643,1.03,++++,2019,145
101,"Sunday, Jul 21",HOU,vs,TEX,W,5,3,9.0,64-37,1,+ 6.0,Armenteros,Lynn,Osuna,3:08,D,37655,.95,+++++,2019,188
102,"Monday, Jul 22",HOU,vs,OAK,W,11,1,9.0,65-37,1,+ 7.0,Cole,Bailey,,2:56,N,41534,1.25,++++++,2019,176
103,"Tuesday, Jul 23",HOU,vs,OAK,L,3,4,11.0,65-38,1,+ 6.0,Petit,McHugh,,3:14,N,39204,1.06,-,2019,194
104,"Wednesday, Jul 24",HOU,vs,OAK,W,4,2,9.0,66-38,1,+ 7.0,Verlander,Bassitt,Osuna,2:42,D,41838,1.26,+,2019,162
105,"Friday, Jul 26",HOU,@,STL,L,3,5,9.0,66-39,1,+ 7.5,Miller,Pressly,Martinez,3:09,N,44724,.68,-,2019,189
106,"Saturday, Jul 27",HOU,@,STL,W,8,2,9.0,67-39,1,+ 7.5,Cole,Ponce de Leon,,3:07,N,46518,.71,+,2019,187
107,"Sunday, Jul 28",HOU,@,STL,W,6,2,9.0,68-39,1,+ 7.5,Miley,Hudson,,3:24,D,46714,.61,++,2019,204
108,"Tuesday, Jul 30",HOU,@,CLE,W,2,0,9.0,69-39,1,+ 7.5,Verlander,Bieber,Osuna,2:44,N,21589,.62,+++,2019,164
109,"Wednesday, Jul 31",HOU,@,CLE,L,4,10,9.0,69-40,1,+ 7.5,Plesac,Urquidy,,3:10,N,23961,.55,-,2019,190
110,"Thursday, Aug 1",HOU,@,CLE,W,7,1,9.0,70-40,1,+ 7.5,Cole,Salazar,,3:10,N,21536,.63,+,2019,190
111,"Friday, Aug 2",HOU,vs,SEA,W,10,2,9.0,71-40,1,+ 8.0,Miley,Kikuchi,,2:57,N,41444,.52,++,2019,177
112,"Saturday, Aug 3",HOU,vs,SEA,W,9,0,9.0,72-40,1,+ 8.0,Sanchez,Gonzales,,3:02,N,37059,.48,+++,2019,182
113,"Sunday, Aug 4",HOU,vs,SEA,W,3,1,9.0,73-40,1,+ 8.0,Verlander,Milone,Osuna,2:56,D,39667,.42,++++,2019,176
114,"Tuesday, Aug 6",HOU,vs,COL,W,11,6,9.0,74-40,1,+ 8.5,Greinke,González,,3:09,N,43243,.43,+++++,2019,189
115,"Wednesday, Aug 7",HOU,vs,COL,W,14,3,9.0,75-40,1,+ 9.5,Cole,Lambert,,3:05,D,35566,.42,++++++,2019,185
116,"Friday, Aug 9",HOU,@,BAL,W,3,2,9.0,76-40,1,+ 9.5,Miley,Bundy,Osuna,2:58,N,19407,.29,+++++++,2019,178
117,"Saturday, Aug 10",HOU,@,BAL,W,23,2,9.0,77-40,1,+10.5,Sanchez,Brooks,,3:03,N,21903,.30,++++++++,2019,183
118,"Sunday, Aug 11",HOU,@,BAL,L*,7,8,9.0,77-41,1,+ 9.5,Bleier,Osuna,,3:51,D,17979,.21,-,2019,231
119,"Tuesday, Aug 13(1)",HOU,@,CHW,W,6,2,9.0,78-41,1,+10.0,Greinke,Cease,,3:17,D,,.27,+,2019,197
120,"Tuesday, Aug 13(2)",HOU,@,CHW,L,1,4,9.0,78-42,1,+10.0,Nova,Devenski,,2:21,N,19559,.23,-,2019,141
121,"Wednesday, Aug 14",HOU,@,CHW,L,9,13,9.0,78-43,1,+ 9.0,Colomé,Pressly,,3:30,D,18899,.25,--,2019,210
122,"Thursday, Aug 15",HOU,@,OAK,L,6,7,9.0,78-44,1,+ 8.0,Diekman,Devenski,Hendriks,2:35,N,15323,.48,---,2019,155
123,"Friday, Aug 16",HOU,@,OAK,L*,2,3,13.0,78-45,1,+ 7.0,Trivino,Sneed,,4:13,N,22768,.61,----,2019,253
124,"Saturday, Aug 17",HOU,@,OAK,L,4,8,9.0,78-46,1,+ 6.0,Bassitt,Armenteros,,3:04,D,21428,.74,-----,2019,184
125,"Sunday, Aug 18",HOU,@,OAK,W,4,1,9.0,79-46,1,+ 7.0,Greinke,Anderson,Osuna,2:50,D,22372,.96,+,2019,170
126,"Monday, Aug 19",HOU,vs,DET,W,5,4,9.0,80-46,1,+ 7.5,Miley,Jackson,Osuna,3:13,N,40499,.46,++,2019,193
127,"Tuesday, Aug 20",HOU,vs,DET,W,6,3,9.0,81-46,1,+ 7.5,Peacock,Turnbull,Osuna,3:03,N,30143,.40,+++,2019,183
128,"Wednesday, Aug 21",HOU,vs,DET,L,1,2,9.0,81-47,1,+ 6.5,Farmer,Verlander,Jiménez,2:12,N,29567,.39,-,2019,132
129,"Thursday, Aug 22",HOU,vs,DET,W,6,3,9.0,82-47,1,+ 6.5,Cole,Zimmermann,Osuna,2:50,N,27220,.48,+,2019,170
130,"Friday, Aug 23",HOU,vs,LAA,W,5,4,9.0,83-47,1,+ 7.0,Greinke,Suarez,Osuna,3:07,N,35201,.43,++,2019,187
131,"Saturday, Aug 24",HOU,vs,LAA,W,5,2,9.0,84-47,1,+ 8.0,Miley,Peters,Harris,3:03,N,37862,.39,+++,2019,183
132,"Sunday, Aug 25",HOU,vs,LAA,W,11,2,9.0,85-47,1,+ 9.0,Valdez,Barria,,2:59,D,38989,.33,++++,2019,179
133,"Tuesday, Aug 27",HOU,vs,TBR,W,15,1,9.0,86-47,1,+ 8.5,Verlander,Morton,,3:10,N,28454,.23,+++++,2019,190
134,"Wednesday, Aug 28",HOU,vs,TBR,W,8,6,9.0,87-47,1,+ 9.5,Harris,Castillo,,3:09,N,25539,.25,++++++,2019,189
135,"Thursday, Aug 29",HOU,vs,TBR,L,8,9,9.0,87-48,1,+ 8.5,De León,Devenski,Pagán,4:06,D,33051,.19,-,2019,246
136,"Friday, Aug 30",HOU,@,TOR,W,7,4,9.0,88-48,1,+ 8.5,McHugh,Thornton,,3:22,N,25289,.25,+,2019,202
137,"Saturday, Aug 31",HOU,@,TOR,L,4,6,9.0,88-49,1,+ 8.5,Buchholz,Valdez,Giles,3:04,D,26414,.22,-,2019,184
138,"Sunday, Sep 1",HOU,@,TOR,W,2,0,9.0,89-49,1,+ 9.5,Verlander,Giles,,2:29,D,24104,.24,+,2019,149
139,"Monday, Sep 2",HOU,@,MIL,W,3,2,10.0,90-49,1,+10.0,Osuna,Guerra,James,3:35,D,39046,.17,++,2019,215
140,"Tuesday, Sep 3",HOU,@,MIL,L,2,4,9.0,90-50,1,+ 9.0,Lyles,Greinke,Hader,2:41,N,29335,.15,-,2019,161
141,"Thursday, Sep 5",HOU,vs,SEA,W*,11,9,13.0,91-50,1,+ 8.5,James,Wisler,,4:40,N,27822,.23,+,2019,280
142,"Friday, Sep 6",HOU,vs,SEA,W,7,4,9.0,92-50,1,+ 9.5,Smith,Milone,Osuna,3:31,N,33149,.21,++,2019,211
143,"Saturday, Sep 7",HOU,vs,SEA,W,2,1,9.0,93-50,1,+ 9.5,Verlander,Adams,Harris,2:56,N,41958,.17,+++,2019,176
144,"Sunday, Sep 8",HOU,vs,SEA,W,21,1,9.0,94-50,1,+ 9.5,Cole,Hernández,,2:50,D,35569,.17,++++,2019,170
145,"Monday, Sep 9",HOU,vs,OAK,W,15,0,9.0,95-50,1,+10.5,Greinke,Fiers,,2:42,N,38289,.14,+++++,2019,162
146,"Tuesday, Sep 10",HOU,vs,OAK,L,7,21,9.0,95-51,1,+ 9.5,Roark,Miley,Mengden,3:20,N,32100,.10,-,2019,200
147,"Wednesday, Sep 11",HOU,vs,OAK,L,3,5,9.0,95-52,1,+ 8.5,Anderson,James,Hendriks,2:57,N,32938,.11,--,2019,177
148,"Thursday, Sep 12",HOU,vs,OAK,L,2,3,9.0,95-53,1,+ 7.5,Bailey,Verlander,Hendriks,3:39,N,34024,.18,---,2019,219
149,"Friday, Sep 13",HOU,@,KCR,W,4,1,9.0,96-53,1,+ 7.5,Cole,Fillmyer,Osuna,2:58,N,20593,.16,+,2019,178
150,"Saturday, Sep 14",HOU,@,KCR,W,6,1,9.0,97-53,1,+ 7.5,Greinke,Montgomery,,3:17,N,20716,.17,++,2019,197
151,"Sunday, Sep 15",HOU,@,KCR,W,12,3,9.0,98-53,1,+ 7.5,Miley,Junis,,3:17,D,17205,.16,+++,2019,197
152,"Tuesday, Sep 17",HOU,vs,TEX,W,4,1,9.0,99-53,1,+ 8.0,Verlander,Lynn,Osuna,2:45,N,39650,.12,++++,2019,165
153,"Wednesday, Sep 18",HOU,vs,TEX,W,3,2,9.0,100-53,1,+ 8.0,Cole,Allard,Osuna,2:35,N,38417,.18,+++++,2019,155
154,"Friday, Sep 20",HOU,vs,LAA,W,6,4,9.0,101-53,1,+ 8.0,Greinke,Barria,Osuna,2:49,N,40106,.08,++++++,2019,169
155,"Saturday, Sep 21",HOU,vs,LAA,L,4,8,9.0,101-54,1,+ 7.0,Bard,Miley,,3:23,N,43264,.07,-,2019,203
156,"Sunday, Sep 22",HOU,vs,LAA,W,13,5,9.0,102-54,1,+ 8.0,Verlander,Rodríguez,,3:32,D,43169,.15,+,2019,212
157,"Tuesday, Sep 24",HOU,@,SEA,W,3,0,9.0,103-54,1,+ 9.0,Cole,Milone,Osuna,2:51,N,11259,.14,++,2019,171
158,"Wednesday, Sep 25",HOU,@,SEA,W,3,0,9.0,104-54,1,+ 9.0,Greinke,Kikuchi,Harris,2:33,N,10916,.09,+++,2019,153
159,"Thursday, Sep 26",HOU,@,LAA,L*,3,4,12.0,104-55,1,+ 8.0,Cahill,Biagini,,4:32,N,39658,.04,-,2019,272
160,"Friday, Sep 27",HOU,@,LAA,W,4,0,9.0,105-55,1,+ 9.0,Urquidy,Sandoval,,2:37,N,41763,.09,+,2019,157
161,"Saturday, Sep 28",HOU,@,LAA,W,6,3,9.0,106-55,1,+ 9.0,Verlander,Bard,Osuna,2:55,N,35814,.11,++,2019,175
162,"Sunday, Sep 29",HOU,@,LAA,W,8,5,9.0,107-55,1,+10.0,Cole,Peters,Harris,3:30,D,34693,.05,+++,2019,210
1,"Thursday, Mar 29",HOU,@,TEX,W,4,1,9.0,1-0,1,Tied,Verlander,Hamels,,2:59,D,47253,1.10,+,2018,179
2,"Friday, Mar 30",HOU,@,TEX,L,1,5,9.0,1-1,2,0.5,Fister,Keuchel,,3:02,N,35469,1.09,-,2018,182
